case,method,seed,makespan,logical_calls,new_calls,elapsed_seconds,timeouts,winner_plan
case_074,component,17,332092,8,4,4.468753333087079,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001036-323623488a13419885f30a40198edfbe/plan.json
case_100,component,17,57811,8,4,0.9769588330527768,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001038-3fc834633e88445a8fc52c72242226ef/plan.json
case_050,component,73,108121,8,0,0.2175889170030132,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001039-112141214a994501913da68239c9061d/plan.json
case_042,adaptive,73,351786,4,0,0.8394755829358473,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001039-0f092dab471849f6aac9b8d4a13a4d76/plan.json
case_074,legacy,73,334798,8,0,0.49010158295277506,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001039-87349f1fc38c4604bcdd7628e0ab34a0/plan.json
case_027,adaptive,17,558753,6,0,0.37906791700515896,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001039-699d92ab0d984cb2b003422ed0cabec5/plan.json
case_074,legacy,42,336492,8,0,0.4628879160154611,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001040-5357894fb1174146b2f885edd07569b0/plan.json
case_027,adaptive,42,558753,6,0,0.3774247079854831,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001040-4332e5ff8de24db7bde6a22b12417408/plan.json
case_100,component,73,57811,8,2,0.5513422500807792,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001040-90e2b2d61616472a9b361518cdb57b10/plan.json
case_018,legacy,17,205917,8,0,0.36418204207438976,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001040-dea25815421a4407b7de67f0d4844af5/plan.json
case_042,adaptive,17,351786,4,0,0.8323613340035081,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001041-b514077045dd45c8a3336f4f377a348e/plan.json
case_093,component,42,15876,8,0,0.07253595802467316,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001041-74b06ed169834ff3b5d421edddb82815/plan.json
case_042,legacy,17,359292,8,0,0.570325749926269,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001042-102d6044bbb1497da983f1c3cd6222d3/plan.json
case_068,legacy,42,303554,8,0,0.3310833750292659,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001042-dc90bbab1cb2489da3fd93b70642a43b/plan.json
case_018,component,42,205917,8,3,2.090077792061493,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001041-a05a32cc61374e048b71d27e587593bd/plan.json
case_042,legacy,73,364410,8,0,0.5688160409918055,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001043-3275a96a5f1f4afab70adeebfe904194/plan.json
case_027,component,17,558753,8,3,1.0009441659785807,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T001042-9dd639e590e34b20b8ef476e1dfd3228/plan.json
