case,problem,cores,before,after,reduction,before_added_copy,after_added_copy,source_summary,plan,plan_sha256,replay_record,replay_reused,cache_byte_hit_rate
case_072,1,1,23450122,23151799,0.012721596928152445,175833776,110610890,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_072/p1_n1/v2/summary.json,新增精选方案/p1/n1/case_072_multicore_res.json,8f601e0ff29add862f917f1ac547984512640c3ebcf63afbc18315c6d7e2ed1d,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_072_1_1_8f601e0ff29add86/attempts/20260925T225852-ba44b003a1ef45609aa268bfc4cb78ed/record.json,True,
case_072,2,1,23897828,23718216,0.007515829472033997,108613680,91789712,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_072/p2_n1/v2/summary.json,新增精选方案/p2/n1/case_072_multicore_res.json,0113e7d45dda12d22795d5fd256cad8e99915714f6087af2f7cc25fee9d0d630,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_072_2_1_0113e7d45dda12d2/attempts/20260925T225901-161ee81b2175466fa6da561883c71ea3/record.json,True,
case_072,2,3,7937183,7915818,0.0026917610441891116,116763424,117916336,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_072/p2_n3/v2/summary.json,新增精选方案/p2/n3/case_072_multicore_res.json,f1323e304e53817ab109ccc8746a44fe4c95fbc956ac522b5c6d1924a73e23a8,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_072_2_3_f1323e304e53817a/attempts/20260925T225852-906ed6f2852948ddaaf75ad66a997f52/record.json,True,
case_072,3,1,23890756,23822009,0.0028775564908870566,108613680,83521584,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_072/p3_n1/v2/summary.json,新增精选方案/p3/n1/case_072_multicore_res.json,6ce495b9141709c6290e5e816f4dac77bb99758c0ff5d2513e728ef41b833549,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_072_3_1_6ce495b9141709c6/attempts/20260925T225841-ce0bfb2ff03146078f6d700e1d486dc3/record.json,True,0.008836805589705943
case_072,3,2,11777495,11775412,0.00017686273694028642,105115696,105540384,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_072/p3_n2/v2/summary.json,新增精选方案/p3/n2/case_072_multicore_res.json,c2656daf7d6911cfe447828c4b63278139c72d06a643cddb9cec8c1319e5bb2b,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_072_3_2_c2656daf7d6911cf/attempts/20260925T225836-93f5d934091c445dba2d9c13907f2471/record.json,True,0.23054008804854254
case_072,3,3,7931579,7902885,0.00361769075237095,116763424,119358128,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_072/p3_n3/v2/summary.json,新增精选方案/p3/n3/case_072_multicore_res.json,44530f4b34f91dc623b904cbf1d6279ca4eebbce6d5e4cf572e97f515295a1f3,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_072_3_3_44530f4b34f91dc6/attempts/20260925T225839-f8c5cf69043946d6ba5329cd6260d1d4/record.json,True,0.3154316466118263
case_073,1,5,3517515,3420654,0.027536769566014696,139772800,147850496,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_073/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_073_multicore_res.json,86d480b433312a5b537ee6a0f1f6f545ec7efce6fb7612e1e218151a8a9a7026,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_073_1_5_86d480b433312a5b/attempts/20260925T215051-fa110378f9bf45278dc2e2aa45e13d6b/record.json,True,
case_074,3,5,329495,326695,0.00849785277470072,5619712,7864320,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_074/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_074_multicore_res.json,fca0f3ddafdf1b7223d95bd4a5c8b8a2a9819c7299b39ebc714551cd7f03e955,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_074_3_5_fca0f3ddafdf1b72/attempts/20260925T215014-d06b21026bdc48408cb8a13d07e7de8a/record.json,True,0.6009839826212093
case_076,1,1,6433423,6122549,0.0483217099202089,74277888,50593792,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_076/p1_n1/v2/summary.json,新增精选方案/p1/n1/case_076_multicore_res.json,4a881e2efb2a3c948148bd81889db664c4cd9dc29cf9182e6bdb7aa1cd4b37ae,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_076_1_1_4a881e2efb2a3c94/attempts/20260925T225735-feb33763b8fe49cebb1f6215d3db19e8/record.json,True,
case_076,1,2,3218778,3063226,0.048326414558568453,74277888,50492416,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_076/p1_n2/v2/summary.json,新增精选方案/p1/n2/case_076_multicore_res.json,03113d6bfd8106ec5fcd072c44145a9d476bd8c07d4fd739086691f5da8259bd,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_076_1_2_03113d6bfd8106ec/attempts/20260925T225704-fcab10142fb2430090c7dde587788534/record.json,True,
case_076,1,3,2148577,2047233,0.04716796279584112,74277888,51227648,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_076/p1_n3/v2/summary.json,新增精选方案/p1/n3/case_076_multicore_res.json,9e9452224e303ff25141f36becc5e5a7214d7c2474f80c9612776e281049503c,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_076_1_3_9e9452224e303ff2/attempts/20260925T225707-65a13e1e2d604a12a6af95be9fa4a228/record.json,True,
case_076,1,4,1612294,1535415,0.04768299081929228,74277888,52128768,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_076/p1_n4/v2/summary.json,新增精选方案/p1/n4/case_076_multicore_res.json,d2c3c17fb6cc7067f04fcc8ad55843ea2a7dbe6a457a59dc4f44caf657169c0a,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_076_1_4_d2c3c17fb6cc7067/attempts/20260925T225735-2e1ed6a79ff14884a3ef48612a29c0d4/record.json,True,
case_076,3,1,6183098,6126965,0.009078458727324046,28280832,16629760,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_076/p3_n1/v2/summary.json,新增精选方案/p3/n1/case_076_multicore_res.json,33922d6f6e5a1269d19d2ce696928bde0a0c2698cff8d6cb2b55f21f5ddbfd06,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_076_3_1_33922d6f6e5a1269/attempts/20260925T225727-34637f8aaf1449adb63ec027b518a5f9/record.json,True,0.4783673869371356
case_076,3,5,1229998,1223447,0.005326024920365713,33293312,18843648,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_076/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_076_multicore_res.json,81f11c7603a3e638307574ad60017fdb0169812a3f75ca6d7c77cc1459f1f432,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_076_3_5_81f11c7603a3e638/attempts/20260925T215016-3dac37bdcd374cda8c78ae66773dceef/record.json,True,0.6022329537902619
case_077,1,5,119429,119125,0.0025454454110810376,401408,1463442,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_077/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_077_multicore_res.json,d24be0bb64f017db6206b88d56cdb868a86374155c06f9dacba2fd193a319236,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_077_1_5_d24be0bb64f017db/attempts/20260925T215049-2ede03603cd54aaba284d3a89bd2bd8e/record.json,True,
case_077,3,5,114545,109574,0.04339779126107646,172032,172032,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_077/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_077_multicore_res.json,6777b7982d42fd86b32225923b56356473f04d4771b795d5dad1008196a03425,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_077_3_5_6777b7982d42fd86/attempts/20260925T215048-b2954156f73043e0938a3e323e5cad1c/record.json,True,0.04957783107363878
case_078,1,5,619540,553407,0.10674532717822904,15039360,15862656,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_078/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_078_multicore_res.json,0f58e13960e31c3c7b517ad59ae88db378ecb370a9bd0c93e36661d965f4afdb,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_078_1_5_0f58e13960e31c3c/attempts/20260925T215046-f6986889c582400686fac34cd08cf581/record.json,True,
case_078,2,5,488618,469283,0.03957078945106407,14085120,11867136,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_078/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_078_multicore_res.json,9f21822b6b58a46c636f313c156b9857c4ca4da42dd2f282ccc76969b48bee40,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_078_2_5_9f21822b6b58a46c/attempts/20260925T215046-9c3af9299757490cb6510b4e3fe341f0/record.json,True,
case_078,3,5,459213,454208,0.010899081689760504,13757952,11867136,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_078/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_078_multicore_res.json,9f21822b6b58a46c636f313c156b9857c4ca4da42dd2f282ccc76969b48bee40,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_078_3_5_9f21822b6b58a46c/attempts/20260925T215045-d996bb451d1e4ebf908865ad323e5296/record.json,True,0.4466950374619894
case_079,3,5,6007100,5992556,0.002421134990261531,38438912,39710720,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_079/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_079_multicore_res.json,cd86c093925aff5c7f9b4c4d1b47ff78287baccf5ed3aec1c8592e00fd2f5add,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_079_3_5_cd86c093925aff5c/attempts/20260925T215101-061da422f9494c3a83036e393ba46274/record.json,True,0.3180673025013496
case_080,3,5,75051,74411,0.008527534609798715,2109440,4255744,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_080/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_080_multicore_res.json,096bf994353e7cf818477cc501613f980e095fcfb0ee4ffeaf19757c8caf9d46,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_080_3_5_096bf994353e7cf8/attempts/20260925T215044-c10f7e58362146529453bdfdc5e58271/record.json,True,0.3421256788207913
case_082,1,5,386894,356186,0.07937057695389438,2689236,6760886,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_082/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_082_multicore_res.json,20960fad0ccd84c6eabbeb4a149c7c1b538f787a9b2b985f95c67a4be6fa376b,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_082_1_5_20960fad0ccd84c6/attempts/20260925T215101-df557296e9f14161b353a7dcffc1554a/record.json,True,
case_083,2,5,259240,223224,0.13892917759604995,13235584,10885504,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_083/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_083_multicore_res.json,12a22fe85464925a67a1d8ecfbb7496df334b7e60aa0dec10464ac93d2ae6b00,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_083_2_5_12a22fe85464925a/attempts/20260925T215044-19f918fcdee04068b09b463071b1bd8e/record.json,True,
case_085,1,5,2760933,2568855,0.06956996058940945,4246258,14201940,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_20260925_v1/slots/case_085/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_085_multicore_res.json,99672b1bd76c253cfd86cb88f63d06ea41ace9a4577a0cadc2224db1434736cd,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_085_1_5_99672b1bd76c253c/attempts/20260925T214935-965738da187643cbb29752071d3e34b8/record.json,True,
case_086,1,5,86066,83505,0.029756233588176473,1676764,3050334,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_086/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_086_multicore_res.json,455f54a08d912d6fe6c8f7dbefd1f9cd0de7aea21f6486b8cfe46f2f80fbabe5,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_086_1_5_455f54a08d912d6f/attempts/20260925T215108-9291bf6cc5844bf4bfc4e8723262c29a/record.json,True,
case_087,1,2,1987606,1973521,0.007086414510723005,10142208,18718080,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p1_n2/v2/summary.json,新增精选方案/p1/n2/case_087_multicore_res.json,efe230dd513d8bd75e4b005419e1495f8deb473020995361950605579c832f5f,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_1_2_efe230dd513d8bd7/attempts/20260925T225808-62f72fbe824543369b492b2270aa3c74/record.json,True,
case_087,2,3,1366372,1322596,0.03203812724499622,7497216,10114560,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p2_n3/v2/summary.json,新增精选方案/p2/n3/case_087_multicore_res.json,6d8ad135dba54940144d077041a37e1a0d19e2c390fdc883d16d0eabbaca0129,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_2_3_6d8ad135dba54940/attempts/20260925T225832-3ac94684ae4d413084aaa72016feb0e2/record.json,True,
case_087,2,4,1034680,1003734,0.029908764062318793,7437312,11796480,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p2_n4/v2/summary.json,新增精选方案/p2/n4/case_087_multicore_res.json,a4979d760963fcb00d2cff717725aab226fe359b4efd9f355790c332bce8f147,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_2_4_a4979d760963fcb0/attempts/20260925T225821-c681710d67644aca94c58c0a9d041d5b/record.json,True,
case_087,2,5,865736,802148,0.07344964284724209,8501760,12298752,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_087/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_087_multicore_res.json,2fcace10674bc8f687bdb65c52c7c92a536f7f6eeae2c0aa4e0a19065285854e,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_2_5_2fcace10674bc8f6/attempts/20260925T215026-6cb99cab2ab94673af2161e63fc64c2d/record.json,True,
case_087,3,1,3969779,3961605,0.0020590566880422934,7902720,7736832,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p3_n1/v2/summary.json,新增精选方案/p3/n1/case_087_multicore_res.json,d3217c67641ae6a79f34716b2714fc9d31499ee7fe8796713c3d0bf2507ea219,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_3_1_d3217c67641ae6a7/attempts/20260925T225820-53d05785634241a093d0cc1e4e7c4c3c/record.json,True,0.2757281542007074
case_087,3,2,1972406,1955672,0.008484054499935612,6578688,6216192,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p3_n2/v2/summary.json,新增精选方案/p3/n2/case_087_multicore_res.json,15e65a2a325193d758c13076c67b9df9c46f027b4dd3b69eb4858f28a568ce79,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_3_2_15e65a2a325193d7/attempts/20260925T225807-df24ad391be64ea2895da620961979ff/record.json,True,0.14109486248605613
case_087,3,3,1366359,1335295,0.022734874216805423,7497216,10985472,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p3_n3/v2/summary.json,新增精选方案/p3/n3/case_087_multicore_res.json,900f48a4dabd8f604e413a50848db6c74750db501e8406dd7c3359fbeeb622d3,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_3_3_900f48a4dabd8f60/attempts/20260925T225818-a70b85793821432e9643c5c9c116f086/record.json,True,0.2911321925803335
case_087,3,4,1034661,1022400,0.011850258200511998,7437312,13086720,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_087/p3_n4/v2/summary.json,新增精选方案/p3/n4/case_087_multicore_res.json,7958e0c161536d70554d70dd4042a19ddeafac27d14fe961c17cceaf5e9a45c6,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_3_4_7958e0c161536d70/attempts/20260925T225830-d01da2239e1649b2aab94a9b40d0e971/record.json,True,0.32125599645237746
case_087,3,5,865731,796883,0.07952585733905793,8501760,9105408,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_087/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_087_multicore_res.json,94d787590db1d8a4b5ff0062203dabcd92d189dab00543933a042c42adc136ce,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_087_3_5_94d787590db1d8a4/attempts/20260925T215016-e915cbfb1d9d4cceb2f541408a787691/record.json,True,0.2272422539228531
case_088,1,5,174545,146562,0.16031968833252175,1222870,3239746,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_088/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_088_multicore_res.json,5c86d1b535b11dac5540d5d54e743002eaf57d2c01915c6f6451c2f03d566079,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_088_1_5_5c86d1b535b11dac/attempts/20260925T215011-4993628ec6c044e785542b72ebf847f9/record.json,True,
case_089,2,5,140432,139679,0.005362025749117039,4102400,954880,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_089/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_089_multicore_res.json,35c2b89af666a6f27781fa13e96afa92edc0ebcd3fab98dd9161de80c73eb8cc,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_089_2_5_35c2b89af666a6f2/attempts/20260925T215105-bd0e94dd5f824260a00bcd5685a4d358/record.json,True,
case_090,1,5,494219,467065,0.05494325390161037,24269112,22536552,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_090/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_090_multicore_res.json,8f992aa2167259ac4d8070556620ba24282c5ee2f3e65ef9f1dd011a912efc7a,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_090_1_5_8f992aa2167259ac/attempts/20260925T214946-27b86f6cef394037aafd1c8847fe6535/record.json,True,
case_091,1,1,9265852,9081554,0.019890021986105566,111883264,63131456,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p1_n1/v2/summary.json,新增精选方案/p1/n1/case_091_multicore_res.json,939c533026a0cf3ef3515d283cfa4c8ab9fbabfc77d460ff202d0c9bfcbaae96,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_1_1_939c533026a0cf3e/attempts/20260925T225618-5bc7039754634586a3c30d60c090a4f4/record.json,True,
case_091,1,2,4634582,4553097,0.017581952374561505,111883264,65804096,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p1_n2/v2/summary.json,新增精选方案/p1/n2/case_091_multicore_res.json,28978b28ba09346f83c878f9775ff5f5c181209d2170d9d245dd11efd7bf267b,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_1_2_28978b28ba09346f/attempts/20260925T225554-3e8824a84c8241d79cd777907cd69793/record.json,True,
case_091,1,3,3101467,3051053,0.01625488841248346,60050240,68833088,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p1_n3/v2/summary.json,新增精选方案/p1/n3/case_091_multicore_res.json,264e6691278863e5b90122e5684af16bae90a0706cf4b07a4d52f03bc5d87e31,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_1_3_264e6691278863e5/attempts/20260925T225556-3c3f6e9d4fb7486bbb92cb37a9e64796/record.json,True,
case_091,1,4,2315897,2308294,0.0032829612025059296,69360288,70513824,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p1_n4/v2/summary.json,新增精选方案/p1/n4/case_091_multicore_res.json,d6385817990c8350b1f399201b9097e9b469258d16ce2872ac2e3fc2b659fceb,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_1_4_d6385817990c8350/attempts/20260925T225625-c646f5628f00488ca1f0d3469afbcc91/record.json,True,
case_091,2,1,9186769,9141689,0.004907057094828415,53947008,38633088,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p2_n1/v2/summary.json,新增精选方案/p2/n1/case_091_multicore_res.json,55b5d2a51b98b0bfa891ddb2f571cb7519949cefdcf53ffceee792893b58d74b,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_2_1_55b5d2a51b98b0bf/attempts/20260925T225658-45a615ad48a8446590084fbf1971f3e3/record.json,True,
case_091,2,2,4553404,4546046,0.0016159339254764316,53119456,52254688,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p2_n2/v2/summary.json,新增精选方案/p2/n2/case_091_multicore_res.json,e1a7fe4bc95c37dfbd9ac6b35bc074089e44f1a810200a42a3b40a1b05c571d5,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_2_2_e1a7fe4bc95c37df/attempts/20260925T225625-cb3ed4d734674cf69a2b493406006ee8/record.json,True,
case_091,2,3,3069773,3053142,0.005417664433168157,38704448,62295872,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_091/p2_n3/v2/summary.json,新增精选方案/p2/n3/case_091_multicore_res.json,ab52ea909eed71a928edfd8745cc86f35c54f06401317814e0a09650d8f63ccb,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_091_2_3_ab52ea909eed71a9/attempts/20260925T225639-3d744400a90d41e49463e9c291855c24/record.json,True,
