config_id,case,problem,cores,group,variant,prefix_budget,paid_calls,makespan,added_copy,interpretation
case_047_p3_n4,case_047,3,4,core_regression,mature,24,24,91015,2152850,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,legacy,8,8,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,legacy,12,11,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,legacy,16,11,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,legacy,24,11,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,persistent,8,8,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,persistent,12,12,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,persistent,16,13,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,persistent,24,13,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,mature,8,8,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,mature,12,12,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,mature,16,16,942350,118272,prefix of this B24 run; not a separate budget experiment
case_025_p3_n5,case_025,3,5,existing_regression,mature,24,23,942350,118272,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,legacy,8,6,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,legacy,12,6,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,legacy,16,6,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,legacy,24,6,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,persistent,8,8,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,persistent,12,8,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,persistent,16,8,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,persistent,24,8,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,mature,8,8,314860,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,mature,12,10,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,mature,16,10,277066,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n1,case_047,3,1,core_regression,mature,24,10,277066,0,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,legacy,8,8,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,legacy,12,12,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,legacy,16,12,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,legacy,24,12,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,persistent,8,8,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,persistent,12,12,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,persistent,16,16,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,persistent,24,22,325708,10044262,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,mature,8,8,418489,5518068,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,mature,12,12,418489,5518068,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,mature,16,16,405585,3269876,prefix of this B24 run; not a separate budget experiment
case_053_p3_n5,case_053,3,5,existing_regression,mature,24,24,374457,3247692,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,legacy,8,8,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,legacy,12,12,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,legacy,16,16,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,legacy,24,24,217302,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,persistent,8,8,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,persistent,12,12,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,persistent,16,16,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,persistent,24,24,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,mature,8,8,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,mature,12,12,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,mature,16,16,220188,0,prefix of this B24 run; not a separate budget experiment
case_095_p2_n5,case_095,2,5,existing_regression,mature,24,24,220188,0,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,legacy,8,8,108690,1560748,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,legacy,12,12,108619,1560748,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,legacy,16,12,108619,1560748,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,legacy,24,12,108619,1560748,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,persistent,8,8,108150,1556652,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,persistent,12,12,107930,1556652,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,persistent,16,16,104462,1709964,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,persistent,24,20,104462,1709964,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,mature,8,8,144395,1709964,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,mature,12,12,144222,1709964,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,mature,16,16,144222,1709964,prefix of this B24 run; not a separate budget experiment
case_047_p3_n3,case_047,3,3,core_regression,mature,24,24,108690,1560748,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,legacy,8,8,445620,3710566,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,legacy,12,12,348870,5264376,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,legacy,16,15,329736,6116212,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,legacy,24,15,329736,6116212,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,persistent,8,8,461210,6842858,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,persistent,12,9,461210,6842858,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,persistent,16,9,461210,6842858,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,persistent,24,9,461210,6842858,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,mature,8,5,517986,1130496,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,mature,12,5,517986,1130496,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,mature,16,5,517986,1130496,prefix of this B24 run; not a separate budget experiment
case_054_p1_n5,case_054,1,5,development,mature,24,5,517986,1130496,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,persistent,8,8,2627370,14570338,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,persistent,12,9,2627370,14570338,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,persistent,16,9,2627370,14570338,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,persistent,24,9,2627370,14570338,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,mature,8,6,2760933,4246258,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,mature,12,6,2760933,4246258,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,mature,16,6,2760933,4246258,prefix of this B24 run; not a separate budget experiment
case_085_p1_n5,case_085,1,5,development,mature,24,6,2760933,4246258,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,legacy,8,8,194645,3845504,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,legacy,12,12,194485,3847552,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,legacy,16,16,194485,3847552,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,legacy,24,24,194109,3814784,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,persistent,8,8,194770,3841408,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,persistent,12,12,194770,3841408,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,persistent,16,16,194770,3841408,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,persistent,24,24,194770,3841408,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,mature,8,8,194395,3667328,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,mature,12,12,194395,3667328,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,mature,16,16,194395,3667328,prefix of this B24 run; not a separate budget experiment
case_060_p2_n4,case_060,2,4,core_regression,mature,24,24,194395,3667328,prefix of this B24 run; not a separate budget experiment
case_025_p2_n5,case_025,2,5,existing_regression,persistent,8,8,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p2_n5,case_025,2,5,existing_regression,persistent,12,12,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p2_n5,case_025,2,5,existing_regression,persistent,16,13,942938,110592,prefix of this B24 run; not a separate budget experiment
case_025_p2_n5,case_025,2,5,existing_regression,persistent,24,13,942938,110592,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,legacy,8,8,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,legacy,12,12,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,legacy,16,16,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,legacy,24,24,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,persistent,8,7,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,persistent,12,7,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,persistent,16,7,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,persistent,24,7,731696,2064512,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,mature,8,8,727354,2259072,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,mature,12,12,727354,2259072,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,mature,16,16,727354,2259072,prefix of this B24 run; not a separate budget experiment
case_060_p2_n1,case_060,2,1,core_regression,mature,24,24,727354,2259072,prefix of this B24 run; not a separate budget experiment
