case,problem,cores,method,call,phase,status,best_makespan
case_083,3,5,local_legacy,7,legacy,success,256114
case_083,3,5,local_legacy,8,legacy,success,256044
case_083,3,5,local_legacy,9,structure,success,256044
case_083,3,5,local_legacy,10,legacy,success,256044
case_083,3,5,local_legacy,11,legacy,success,185285
case_083,3,5,local_legacy,12,legacy,success,184843
case_083,3,5,integrated,1,component,success,310731
case_083,3,5,integrated,2,component,success,310731
case_083,3,5,integrated,3,wcc,success,310731
case_083,3,5,integrated,4,wcc,success,256114
case_083,3,5,integrated,5,component,success,256114
case_083,3,5,integrated,6,wcc,success,256114
case_083,3,5,integrated,7,data,success,256044
case_083,3,5,integrated,8,region,success,252350
case_083,3,5,integrated,9,structure,success,252350
case_083,3,5,integrated,10,legacy,success,252350
case_083,3,5,integrated,11,data,success,252350
case_083,3,5,integrated,12,region,success,252350
case_043,1,5,local_legacy,1,component,success,269612
case_043,1,5,local_legacy,2,component,success,269610
case_043,1,5,local_legacy,3,component,success,269610
case_043,1,5,local_legacy,4,partition,success,268776
case_043,1,5,local_legacy,5,tensor,success,244303
case_043,1,5,local_legacy,6,tensor,success,244303
case_043,1,5,local_legacy,7,legacy,success,244303
case_043,1,5,local_legacy,8,legacy,success,244303
case_043,1,5,local_legacy,9,structure,success,244303
case_043,1,5,local_legacy,10,legacy,success,244303
case_043,1,5,local_legacy,11,legacy,success,244303
case_043,1,5,local_legacy,12,legacy,success,243923
case_046,3,5,integrated,1,component,success,108388
case_046,3,5,integrated,2,component,success,108388
case_046,3,5,integrated,3,wcc,success,108388
case_046,3,5,integrated,4,wcc,success,92391
case_046,3,5,integrated,5,component,success,92391
case_046,3,5,integrated,6,wcc,success,92391
case_046,3,5,integrated,7,data,success,92391
case_046,3,5,integrated,8,region,success,92391
case_046,3,5,integrated,9,structure,success,92391
case_046,3,5,integrated,10,legacy,success,92391
case_046,3,5,integrated,11,data,success,92391
case_046,3,5,integrated,12,region,success,92391
case_011,2,5,integrated,1,component,success,47287
case_011,2,5,integrated,2,component,success,47287
case_011,2,5,integrated,3,wcc,success,47287
case_011,2,5,integrated,4,wcc,success,46942
case_011,2,5,integrated,5,wcc_probe,success,46942
case_011,2,5,integrated,6,operation,success,46942
case_011,2,5,integrated,7,data,success,46942
case_011,2,5,integrated,8,region,success,41964
case_011,2,5,integrated,9,structure,success,41964
case_011,2,5,integrated,10,legacy,success,41537
case_011,2,5,integrated,11,data,success,41537
case_011,2,5,integrated,12,region,success,41537
case_018,3,5,baseline,1,component,success,203609
case_018,3,5,baseline,2,component,success,203609
case_018,3,5,baseline,3,wcc,success,203609
case_018,3,5,baseline,4,wcc,success,200729
case_018,3,5,baseline,5,wcc_probe,success,196701
case_018,3,5,baseline,6,operation,success,196701
case_018,3,5,baseline,7,operation,success,196701
case_018,3,5,baseline,8,trace,success,196701
case_018,3,5,baseline,9,trace,success,196701
case_018,3,5,baseline,10,p3_cache,success,196701
case_018,3,5,baseline,11,p3_cache,success,196701
case_018,3,5,baseline,12,p3_cache,success,196701
case_046,3,5,local_legacy,1,component,success,108388
case_046,3,5,local_legacy,2,component,success,108388
case_046,3,5,local_legacy,3,wcc,success,108388
case_046,3,5,local_legacy,4,wcc,success,92391
case_046,3,5,local_legacy,5,component,success,92391
case_046,3,5,local_legacy,6,wcc,success,92391
case_046,3,5,local_legacy,7,legacy,success,92391
case_046,3,5,local_legacy,8,legacy,success,92391
case_046,3,5,local_legacy,9,structure,success,92391
case_046,3,5,local_legacy,10,legacy,success,92391
case_046,3,5,local_legacy,11,legacy,success,92391
case_046,3,5,local_legacy,12,legacy,success,92391
case_005,1,5,integrated,1,component,success,95618
case_005,1,5,integrated,2,partition,success,95618
case_005,1,5,integrated,3,partition,success,94524
case_005,1,5,integrated,4,partition,success,77072
case_005,1,5,integrated,5,task_refine,success,77072
case_005,1,5,integrated,6,task_refine,success,77072
case_005,1,5,integrated,7,joint,success,71113
case_005,1,5,integrated,8,structure,success,71113
case_005,1,5,integrated,9,joint,success,63438
case_005,1,5,integrated,10,legacy,success,63438
case_005,1,5,integrated,11,joint,success,61202
case_005,1,5,integrated,12,structure,success,61202
case_046,2,5,integrated,1,component,success,131039
case_046,2,5,integrated,2,component,success,131039
case_046,2,5,integrated,3,wcc,success,131039
case_046,2,5,integrated,4,wcc,success,93013
case_046,2,5,integrated,5,component,success,93013
case_046,2,5,integrated,6,wcc,success,93013
case_046,2,5,integrated,7,data,success,93013
case_046,2,5,integrated,8,region,success,93013
case_046,2,5,integrated,9,structure,success,93013
case_046,2,5,integrated,10,legacy,success,93013
case_046,2,5,integrated,11,data,success,93013
case_046,2,5,integrated,12,region,success,93013
case_075,1,5,integrated,1,component,success,1441809
case_075,1,5,integrated,2,partition,success,1441809
case_075,1,5,integrated,3,partition,success,1441809
case_075,1,5,integrated,4,partition,success,1441809
case_075,1,5,integrated,5,tensor,success,1322078
case_075,1,5,integrated,6,tensor,success,1322078
case_075,1,5,integrated,7,joint,success,1007961
case_075,1,5,integrated,8,joint,success,925892
case_075,1,5,integrated,9,legacy,success,918127
case_075,1,5,integrated,10,joint,success,841010
case_075,1,5,integrated,11,joint,success,765718
case_075,1,5,integrated,12,legacy,success,760157
case_018,2,5,local_legacy,1,component,success,205917
case_018,2,5,local_legacy,2,component,success,205917
case_018,2,5,local_legacy,3,wcc,success,205550
case_018,2,5,local_legacy,4,wcc,success,203434
case_018,2,5,local_legacy,5,wcc_probe,success,197769
case_018,2,5,local_legacy,6,operation,success,197769
case_018,2,5,local_legacy,7,legacy,success,197769
case_018,2,5,local_legacy,8,legacy,success,197769
case_018,2,5,local_legacy,9,structure,success,197769
case_018,2,5,local_legacy,10,legacy,success,197769
case_018,2,5,local_legacy,11,legacy,success,197769
case_018,2,5,local_legacy,12,legacy,success,197769
case_018,3,5,integrated,1,component,success,203609
case_018,3,5,integrated,2,component,success,203609
case_018,3,5,integrated,3,wcc,success,203609
case_018,3,5,integrated,4,wcc,success,200729
case_018,3,5,integrated,5,wcc_probe,success,196701
case_018,3,5,integrated,6,operation,success,196701
case_018,3,5,integrated,7,data,success,196701
case_018,3,5,integrated,8,region,success,196701
case_018,3,5,integrated,9,structure,success,196701
case_018,3,5,integrated,10,legacy,success,196701
case_018,3,5,integrated,11,data,success,196701
case_018,3,5,integrated,12,region,success,196701
case_011,2,5,local_legacy,1,component,success,47287
case_011,2,5,local_legacy,2,component,success,47287
case_011,2,5,local_legacy,3,wcc,success,47287
case_011,2,5,local_legacy,4,wcc,success,46942
case_011,2,5,local_legacy,5,wcc_probe,success,46942
case_011,2,5,local_legacy,6,operation,success,46942
case_011,2,5,local_legacy,7,legacy,success,46563
case_011,2,5,local_legacy,8,legacy,success,46184
case_011,2,5,local_legacy,9,structure,success,46184
case_011,2,5,local_legacy,10,legacy,success,45805
case_011,2,5,local_legacy,11,legacy,success,45422
case_011,2,5,local_legacy,12,legacy,success,45422
case_011,2,5,baseline,1,component,success,47287
case_011,2,5,baseline,2,component,success,47287
case_011,2,5,baseline,3,wcc,success,47287
case_011,2,5,baseline,4,wcc,success,46942
case_011,2,5,baseline,5,wcc_probe,success,46942
case_011,2,5,baseline,6,operation,success,46942
case_011,2,5,baseline,7,operation,success,46942
case_011,2,5,baseline,8,trace,success,46563
case_011,2,5,baseline,9,trace,success,46563
case_011,2,5,baseline,10,trace,success,46563
case_011,2,5,baseline,11,trace,success,46563
case_011,2,5,baseline,12,trace,success,46487
case_075,1,5,local_legacy,1,component,success,1441809
case_075,1,5,local_legacy,2,partition,success,1441809
case_075,1,5,local_legacy,3,partition,success,1441809
case_075,1,5,local_legacy,4,partition,success,1441809
case_075,1,5,local_legacy,5,tensor,success,1322078
case_075,1,5,local_legacy,6,tensor,success,1322078
case_075,1,5,local_legacy,7,legacy,success,1322078
case_075,1,5,local_legacy,8,legacy,success,1311502
case_075,1,5,local_legacy,9,structure,success,1311502
case_075,1,5,local_legacy,10,legacy,success,1311502
case_075,1,5,local_legacy,11,legacy,success,1307985
case_075,1,5,local_legacy,12,legacy,success,1307985
case_066,1,5,local_legacy,1,component,success,250449
case_066,1,5,local_legacy,2,component,success,249246
case_066,1,5,local_legacy,3,component,success,248521
case_066,1,5,local_legacy,4,partition,success,248503
case_066,1,5,local_legacy,5,tensor,success,205217
case_066,1,5,local_legacy,6,tensor,success,205217
case_066,1,5,local_legacy,7,legacy,success,205217
case_066,1,5,local_legacy,8,legacy,success,197754
case_066,1,5,local_legacy,9,structure,success,197754
case_066,1,5,local_legacy,10,legacy,success,196965
case_066,1,5,local_legacy,11,legacy,success,193891
case_066,1,5,local_legacy,12,legacy,success,193891
case_005,1,5,baseline,1,component,success,95618
case_005,1,5,baseline,2,partition,success,95618
case_005,1,5,baseline,3,partition,success,94524
case_005,1,5,baseline,4,partition,success,77072
case_005,1,5,baseline,5,partition,success,77072
case_005,1,5,baseline,6,partition,success,77072
case_005,1,5,baseline,7,partition,success,77072
case_005,1,5,baseline,8,partition,success,77072
case_005,1,5,baseline,9,task_refine,success,77072
case_005,1,5,baseline,10,task_refine,success,77072
case_005,1,5,baseline,11,task_refine,success,77072
case_005,1,5,baseline,12,task_refine,success,77072
case_066,1,5,integrated,1,component,success,250449
case_066,1,5,integrated,2,component,success,249246
case_066,1,5,integrated,3,component,success,248521
case_066,1,5,integrated,4,partition,success,248503
case_066,1,5,integrated,5,tensor,success,205217
case_066,1,5,integrated,6,tensor,success,205217
case_066,1,5,integrated,7,joint,success,203777
case_066,1,5,integrated,8,structure,success,203777
case_066,1,5,integrated,9,joint,success,198200
case_066,1,5,integrated,10,legacy,success,198200
case_066,1,5,integrated,11,joint,success,198200
case_066,1,5,integrated,12,structure,success,198200
case_083,2,5,baseline,1,component,success,442480
case_083,2,5,baseline,2,component,success,442480
case_083,2,5,baseline,3,wcc,success,442480
case_083,2,5,baseline,4,wcc,success,309183
case_083,2,5,baseline,5,component,success,309183
case_083,2,5,baseline,6,wcc,success,309183
case_083,2,5,baseline,7,component,success,309183
case_083,2,5,baseline,8,wcc,success,252741
case_083,2,5,baseline,9,component,success,252741
case_083,2,5,baseline,10,wcc,success,252741
case_083,2,5,baseline,11,component,success,252741
case_083,2,5,baseline,12,wcc,success,184594
case_043,1,5,baseline,1,component,success,269612
case_043,1,5,baseline,2,component,success,269610
case_043,1,5,baseline,3,component,success,269610
case_043,1,5,baseline,4,partition,success,268776
case_043,1,5,baseline,5,partition,success,265168
case_043,1,5,baseline,6,partition,success,232684
case_043,1,5,baseline,7,partition,success,227536
case_043,1,5,baseline,8,partition,success,227536
case_043,1,5,baseline,9,task_refine,success,227536
case_043,1,5,baseline,10,task_refine,success,227536
case_043,1,5,baseline,11,task_refine,success,222525
case_043,1,5,baseline,12,partition_fallback,success,222525
case_018,2,5,integrated,1,component,success,205917
case_018,2,5,integrated,2,component,success,205917
case_018,2,5,integrated,3,wcc,success,205550
case_018,2,5,integrated,4,wcc,success,203434
case_018,2,5,integrated,5,wcc_probe,success,197769
case_018,2,5,integrated,6,operation,success,197769
case_018,2,5,integrated,7,data,success,197737
case_018,2,5,integrated,8,region,success,197737
case_018,2,5,integrated,9,structure,success,197737
case_018,2,5,integrated,10,legacy,success,197737
case_018,2,5,integrated,11,data,success,197737
case_018,2,5,integrated,12,region,success,197737
case_018,3,5,local_legacy,1,component,success,203609
case_018,3,5,local_legacy,2,component,success,203609
case_018,3,5,local_legacy,3,wcc,success,203609
case_018,3,5,local_legacy,4,wcc,success,200729
case_018,3,5,local_legacy,5,wcc_probe,success,196701
case_018,3,5,local_legacy,6,operation,success,196701
case_018,3,5,local_legacy,7,legacy,success,196701
case_018,3,5,local_legacy,8,legacy,success,196701
case_018,3,5,local_legacy,9,structure,success,196701
case_018,3,5,local_legacy,10,legacy,success,196701
case_018,3,5,local_legacy,11,legacy,success,196701
case_018,3,5,local_legacy,12,legacy,success,196701
case_011,3,5,baseline,1,component,success,46777
case_011,3,5,baseline,2,component,success,46777
case_011,3,5,baseline,3,wcc,success,46777
case_011,3,5,baseline,4,wcc,success,46777
case_011,3,5,baseline,5,wcc_probe,success,46777
case_011,3,5,baseline,6,operation,success,46777
case_011,3,5,baseline,7,operation,success,46777
case_011,3,5,baseline,8,trace,success,46387
case_011,3,5,baseline,9,trace,success,46387
case_011,3,5,baseline,10,p3_cache,success,46387
case_011,3,5,baseline,11,p3_cache,success,46329
case_011,3,5,baseline,12,p3_cache,success,46329
case_083,2,5,local_legacy,1,component,success,442480
case_083,2,5,local_legacy,2,component,success,442480
case_083,2,5,local_legacy,3,wcc,success,442480
case_083,2,5,local_legacy,4,wcc,success,309183
case_083,2,5,local_legacy,5,component,success,309183
case_083,2,5,local_legacy,6,wcc,success,309183
case_083,2,5,local_legacy,7,legacy,success,309183
case_083,2,5,local_legacy,8,legacy,success,185285
case_083,2,5,local_legacy,9,structure,success,185285
case_083,2,5,local_legacy,10,legacy,success,184843
case_083,2,5,local_legacy,11,legacy,success,184843
case_083,2,5,local_legacy,12,legacy,success,184771
case_046,2,5,baseline,1,component,success,131039
case_046,2,5,baseline,2,component,success,131039
case_046,2,5,baseline,3,wcc,success,131039
case_046,2,5,baseline,4,wcc,success,93013
case_046,2,5,baseline,5,component,success,93013
case_046,2,5,baseline,6,wcc,success,93013
case_046,2,5,baseline,7,component,success,93013
case_046,2,5,baseline,8,wcc,success,93013
case_046,2,5,baseline,9,component,success,93013
case_046,2,5,baseline,10,wcc,success,77846
case_046,2,5,baseline,11,component,success,77846
case_046,2,5,baseline,12,wcc,success,77846
case_083,2,5,integrated,1,component,success,442480
case_083,2,5,integrated,2,component,success,442480
case_083,2,5,integrated,3,wcc,success,442480
case_083,2,5,integrated,4,wcc,success,309183
case_083,2,5,integrated,5,component,success,309183
case_083,2,5,integrated,6,wcc,success,309183
case_083,2,5,integrated,7,data,success,309183
case_083,2,5,integrated,8,region,success,304720
case_083,2,5,integrated,9,structure,success,304720
case_083,2,5,integrated,10,legacy,success,304720
case_083,2,5,integrated,11,data,success,304720
case_083,2,5,integrated,12,region,success,304407
case_046,2,5,local_legacy,1,component,success,131039
case_046,2,5,local_legacy,2,component,success,131039
case_046,2,5,local_legacy,3,wcc,success,131039
case_046,2,5,local_legacy,4,wcc,success,93013
case_046,2,5,local_legacy,5,component,success,93013
case_046,2,5,local_legacy,6,wcc,success,93013
case_046,2,5,local_legacy,7,legacy,success,93013
case_046,2,5,local_legacy,8,legacy,success,93013
case_046,2,5,local_legacy,9,structure,success,93013
case_046,2,5,local_legacy,10,structure,success,93013
case_046,2,5,local_legacy,11,structure,success,93013
case_046,2,5,local_legacy,12,structure,success,93013
case_011,3,5,integrated,1,component,success,46777
case_011,3,5,integrated,2,component,success,46777
case_011,3,5,integrated,3,wcc,success,46777
case_011,3,5,integrated,4,wcc,success,46777
case_011,3,5,integrated,5,wcc_probe,success,46777
case_011,3,5,integrated,6,operation,success,46777
case_011,3,5,integrated,7,data,success,46777
case_011,3,5,integrated,8,region,success,42184
case_011,3,5,integrated,9,structure,success,42184
case_011,3,5,integrated,10,legacy,success,41684
case_011,3,5,integrated,11,data,success,41537
case_011,3,5,integrated,12,region,success,41537
case_083,3,5,baseline,1,component,success,310731
case_083,3,5,baseline,2,component,success,310731
case_083,3,5,baseline,3,wcc,success,310731
case_083,3,5,baseline,4,wcc,success,256114
case_083,3,5,baseline,5,component,success,256114
case_083,3,5,baseline,6,wcc,success,256114
case_083,3,5,baseline,7,component,success,256114
case_083,3,5,baseline,8,wcc,success,224942
case_083,3,5,baseline,9,component,success,224942
case_083,3,5,baseline,10,wcc,success,224942
case_083,3,5,baseline,11,component,success,224942
case_083,3,5,baseline,12,wcc,success,184594
case_043,1,5,integrated,1,component,success,269612
case_043,1,5,integrated,2,component,success,269610
case_043,1,5,integrated,3,component,success,269610
case_043,1,5,integrated,4,partition,success,268776
case_043,1,5,integrated,5,tensor,success,244303
case_043,1,5,integrated,6,tensor,success,244303
case_043,1,5,integrated,7,joint,success,244303
case_043,1,5,integrated,8,structure,success,244303
case_043,1,5,integrated,9,joint,success,243530
case_043,1,5,integrated,10,legacy,success,243530
case_043,1,5,integrated,11,joint,success,243530
case_043,1,5,integrated,12,structure,success,232684
